$STR WITHDRAWAL AT SEG31                                     ELEV OF WITHDRAWAL CENTERLINE:117.     

JDAY,T(C)
 37457.275,   12.70
 37457.319,   12.70
 37457.361,   12.70
 37457.402,   12.71
 37457.445,   12.71
 37457.489,   12.72
 37457.533,   12.72
 37457.575,   12.72
 37457.619,   12.73
 37457.659,   12.73
 37457.703,   12.73
 37457.747,   12.73
 37457.790,   12.73
 37457.834,   12.73
 37457.878,   12.74
 37457.918,   12.73
 37457.962,   12.73
 37458.004,   12.73
 37458.048,   12.72
 37458.092,   12.72
 37458.134,   12.72
 37458.178,   12.72
 37458.222,   12.72
 37458.262,   12.73
 37458.306,   12.73
 37458.348,   12.74
 37458.392,   12.75
 37458.436,   12.75
 37458.480,   12.75
 37458.520,   12.75
 37458.562,   12.76
 37458.606,   12.76
 37458.651,   12.75
 37458.695,   12.76
 37458.735,   12.76
 37458.781,   12.77
 37458.821,   12.77
 37458.865,   12.78
 37458.909,   12.77
 37458.952,   12.77
 37458.995,   12.77
 37459.038,   12.76
 37459.079,   12.76
 37459.123,   12.76
 37459.165,   12.76
 37459.210,   12.76
 37459.250,   12.77
 37459.295,   12.77
 37459.338,   12.78
 37459.380,   12.78
 37459.424,   12.78
 37459.469,   12.77
 37459.509,   12.77
 37459.555,   12.77
 37459.594,   12.77
 37459.639,   12.77
 37459.683,   12.77
 37459.724,   12.77
 37459.769,   12.79
 37459.810,   12.79
 37459.854,   12.79
 37459.897,   12.79
 37459.939,   12.79
 37459.985,   12.79
 37460.025,   12.80
 37460.069,   12.80
 37460.115,   12.82
 37460.155,   12.83
 37460.200,   12.83
 37460.240,   12.83
 37460.285,   12.84
 37460.330,   12.84
 37460.370,   12.84
 37460.414,   12.84
 37460.454,   12.83
 37460.499,   12.83
 37460.544,   12.82
 37460.588,   12.82
 37460.630,   12.82
 37460.670,   12.82
 37460.713,   12.82
 37460.756,   12.81
 37460.800,   12.81
 37460.845,   12.81
 37460.885,   12.81
 37460.930,   12.81
